id,website_url,restaurant_provided_menu_link,telephone_number,year_established,email_address,offers_delivery,offers_pickup,offers_group_order,offers_catering,has_bar,has_counter,has_gifting,has_takeout,order_online_link,facebook_link,instagram_link,twitter_link,play_store_link,app_store_link
6174,http://www.lapencaazul.com,,(510) 769-9110,1987,,True,True,True,False,False,False,False,False,https://order.chownow.com/order/7440/locations/9959,,,,,
6176,https://www.ukaijapanesebistro.com,http://ukaijapanesebistro.com/menu,(925) 718-5479,,,True,True,True,False,,,,,,,,,,
6177,https://www.facebook.com/pages/Plaza-Cafe/387451591301718,,(925) 827-2811,1985,,True,True,True,False,True,False,False,False,,,,,,
6178,https://restaurants.fiveguys.com/6660-lone-tree-way,https://www.fiveguys.com/menu,(925) 240-6030,"[1070, 7627, 6030, 2130, 6660, 6660, 1986, 2014, 3456]",,True,True,True,False,False,True,False,True,https://www.fiveguys.com/order,,,,,,https://maps.google.com/maps?cid=16719395943726730420
6181,http://www.sumikagrill.com,https://8293e23f-f92e-44c5-b2d8-71ca669f58b5.filesusr.com/ugd/ab7daa_5dbe8d5c9021469a8b04776518da4df5.pdf,(650) 917-1822,2006,kuniko@ogikucorp.com,False,False,True,False,False,False,False,False,,,,,,,http://g.co/maps/rhvjw
6182,https://deafghananlivermore.wixsite.com/de-afghanan-livermor,https://deafghananlivermore.wixsite.com/de-afghanan-livermor,(925) 371-1113,2012,saminadi@gmail.com,True,True,True,False,False,True,False,False,,,,,,
6183,http://szechwan-restaurant.business.site,,(925) 254-2020,1980,,True,True,True,False,False,False,False,False,https://order.online/business/szechwan-chinese-restaurant-211360,,,,,,https://www.google.com/maps/dir//Szechwan+Restaurant/data=!4m8!4m7!1m0!1m5!1m1!1s0x80857cdc0e569559:0x340e8e40804468da!2m2!1d-122.19227319999999!2d37.8852954
6179,http://takarasushitogo.com/,,+1 415-626-7864,,,True,True,True,False,,,,,,,,,,
6184,http://www.squatandgobble.com/,https://squatandgobble.com/#pancakes,(415) 665-9900,"[2790, 1993, 2263, 5000]",Gobble@SquatandGobble.com,True,True,True,True,True,False,False,False,https://order.online/business/squat--gobble-2790,,,,,,https://goo.gl/maps/x4XwFCjyGbuajCiN6
6186,http://www.normsgrill.com,https://www.normsgrill.com/#danvillerestaurant-section,(925) 552-6676,,normsplaceevents@gmail.com,False,False,,,True,False,False,False,https://www.toasttab.com/norms-place?utm_source=opentablelist&utm_medium=referral&utm_campaign=opentablelistcampaign,,,,,
6187,http://www.hisuisteak.com,,(707) 448-4002,[],,False,False,False,False,False,False,False,False,,,,,,
6185,http://www.cinderellabakery.com,,(415) 751-9690,1959,order@cinderellabakery.com,True,True,True,False,False,False,False,False,,,,,,,"https://www.google.com/maps/place/Cinderella+Bakery+%26+Cafe/@37.7774284,-122.465828,17z/data=!3m1!4b1!4m5!3m4!1s0x8085874754d9a01b:0xc64665b0f22fdd37!8m2!3d37.7774242!4d-122.463634"
6189,https://www.chilis.com/locations/us/california/tracy/tracy/,https://www.chilis.com/menu,(209) 835-0687,,,True,True,True,False,False,False,False,False,,,,,,
6190,http://www.tastypotusa.com,https://www.tastypotusa.com/menu,(415) 666-3888,2014,TastyPotUSA@Gmail.com,True,True,True,False,True,True,False,False,https://www.tastypotusa.com/order,,,,,
6192,https://dinasfamilyrestaurant.business.site,,(510) 770-1930,"[2013, 1930, 1930, 1930, 2020, 1930, 2020, 1930, 1930, 1930, 2023, 1930]",,False,False,True,False,False,False,False,False,,,,,,,https://www.google.com/maps/place/Dina%27s+Family+Restaurant/data=!3m1!4b1!4m2!3m1!1s0x808fc0cef1f7e673:0x3c14fb706d03f6be
6193,https://locations.baskinrobbins.com/ca/los-altos/264-state-st?utm_source=Yext&utm_medium=organic&utm_campaign=Yext,https://order.baskinrobbins.com/menu-details/create-your-own-photocake?id=2a0c41c0-5f4a-4808-b716-ce18307bfa5b&sizes=%5B%5D,(650) 941-5412,"[5412, 1249, 1249, 2615, 1765, 1765]",,True,False,True,False,False,False,False,False,https://order.baskinrobbins.com/store-selection?_gl=1*uzvvil*_ga*MTUyMzE0NDg5MC4xNjU0NjIwNDQy*_ga_1N6G02F45X*MTY1NTEyNjM4My4yLjAuMTY1NTEyNjM4My42MA..,,,,,,https://www.google.com/maps/search/?api=1&query=264+State+St%2C+Los+Altos%2C+CA+94022+US&query_place_id=ChIJi94dMO6wj4ARTE08iSns8gE
6191,http://bogiestoo.com,https://bogiestoo.com/dinner-menu,(415) 492-1530,1989,,True,True,True,False,False,False,False,True,,,,,,,http://maps.google.com/maps?q=1335+4th+St.%2C+San+Rafael%2C+CA+94901&z=15&mrt=loc
6196,http://thaitime.net,,(415) 831-3663,,,True,True,True,False,,,,,,,,,,
6194,http://www.bowldbbq.com/alameda,https://bowld.menu11.com/alameda/order,(510) 263-8717,"[1005, 4480, 460, 6008, 1920, 3727, 8717, 1229, 5457, 2687, 1901, 5950]",605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,True,True,True,False,False,True,False,False,https://order.online/store/bowld-bbq-43161,,,,,
6197,http://champagardensf.com,,(415) 349-4186,2006,,True,True,True,False,False,False,False,False,,,,,,
6199,http://www.goldenoxlodi.com,http://www.goldenoxlodi.com,(209) 333-0146,1991,goldenox@goldenoxlodi.com,True,True,True,False,False,False,False,False,"https://food.google.com/chooseprovider?restaurantId=/g/1tjg_m0g&g2lbs=ADZRdkuICKkIIdtuWGwOiiHPOD7QeW1O2s1otHYY56LyLfZzqHweV8wS6Y3GhcjVdI5aLfAFC1vsxV8UWOcEDiZkUKUa4Jc_pNCJbmx9KOPhRDzdWyi1P667WvYxAmnQNgjHPR79DYa8&hl=en-US&gl=us&cs=1&ssta=1&fo_m=MfohQo559jFvMWvkddHzV46uMT_RFPQ05bfKMQVr5-7IofUJMU_hT8vrWuwRMUv3d8yCO4PgMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&gei=4No8ZPm9MObNkPIP5e-2YA&ei=4No8ZPm9MObNkPIP5e-2YA&fo_s=OA,SOE&orderType=2&sei=CdhQIKhJeAKnEVntA9015Jyj&utm_campaign&utm_source=search",,,,,
6200,https://loardsalameda.square.site,,(510) 521-0873,1971,loardsalameda@gmail.com,True,True,True,False,False,False,False,False,,,,,,
6201,http://www.sabinoscoffee.com,,(510) 357-5282,1991,,True,True,True,False,False,False,False,False,,,,,,
6202,http://www.mrpickles.com/shop/mr-pickles-santa-rosa-ca-4100-montgomery-drive,http://www.mrpickles.com/menu/,(707) 537-7300,,,True,True,True,False,,,,,,,,,,
6203,https://westbrooklynpizza.com,https://westbrooklynpizza.com/menu/,(415) 453-7914,1984,renatofusari@gmail.com,True,True,True,False,False,False,False,False,,,,,,,https://goo.gl/maps/4VdPotWujogBUwk86
6205,https://ordering.roundtablepizza.com/Site/roundtablemorganhill,https://ordering.roundtablepizza.com/Site/roundtablemorganhill,(408) 779-6300,1959,,True,True,True,False,False,False,False,False,,,,,,,"https://www.google.com/maps/place/16740+Monterey+Road,+Morgan+Hill,+CA+95037"
6204,http://www.chinagarden168.com,http://file1.chinesemenu.com/514229576/201209261438579.jpg,(925) 449-6315,"[1536, 6315]",,False,False,False,True,False,False,False,False,,,,,,
6207,http://www.facebook.com/profile.php?id=182894275075839,,(707) 864-0707,2003,,True,True,True,False,False,False,False,False,,,,,,
6206,http://www.1428haight.com/,,+1 415-864-8484,,support@orderaheadapp.com,True,True,True,False,,,,,,,,,,
6208,https://www.rosysatthebeach.com,http://www.rosysatthebeach.com/menu/dinner-menu/,(408) 778-0551,"[1005, 551, 3423, 6008, 1920, 3727, 551, 1998, 551, 551, 1229, 5457, 2687, 1901, 5950]",rosy@rosysatthebeach.com,False,False,True,False,False,False,False,True,,,,,,
6209,http://ordermoscowntbilisibakerystore.com,https://themenustar3.com/webspace/menus.php?code=ordermoscowntbilisibakerystore.com,(415) 668-6959,"[1207, 1000, 4519, 2019, 2019, 2019, 6959, 2019]",,True,True,True,False,True,False,False,False,http://ordermoscowntbilisibakerystore.com/index.php,,,,,
6210,http://chaatscuisine.com,http://www.chaatscuisine.com/chaatsmenu.pdf,(707) 863-0993,2011,,,,,,,,,,,,,,,
6212,https://www.facebook.com/TAQUERIA-BAHIA-319799277989/,,(415) 456-0191,"[2946, 1444, 4323, 1001, 1175, 1081]",,True,True,True,False,True,False,False,False,,,,,,
6211,https://restaurants.ihop.com/en-us/ca/vallejo/breakfast-114-plaza-dr-688?utm_source=yelp&utm_medium=referral&utm_campaign=yelp_referral,https://www.ihop.com/en/menu/platters,(707) 642-1566,1958,,True,False,True,False,True,False,False,True,,,,,,,https://www.google.com/maps?hl=en&saddr=current+location&daddr=1190+Arnold+Dr  Martinez CA
6213,https://orderzantepizzanindiancuisine.com,,(415) 821-3949,[],,True,True,True,False,False,False,False,False,,,,,,
6215,https://www.sandslosgatos.com,https://www.sandslosgatos.com/menu,(408) 414-5312,,,False,False,,,False,False,False,False,,,,,,
6214,http://www.jxcuisine.com,http://chinesemenu.com,(408) 564-4958,"[4958, 4958, 5380, 3581]",,False,False,False,False,False,False,False,False,,,,,,
6219,http://www.indiagardenpleasanton.com,http://www.indiagardenpleasanton.com/menu.html,(925) 485-4800,2009,,True,True,True,False,False,False,False,False,,,,,,
6217,http://acqua-e-farina.com,http://acqua-e-farina.com/#menu,(510) 888-1568,"[201, 1400, 1568, 1568, 1251]",acquaefarina.reserve@gmail.com,False,False,True,False,True,False,False,True,,,,,,,"http://maps.google.com/?q=22622+Main+St+,+Hayward,+CA.+94541"
6220,http://miovicino-santaclara.com/,,+1 408-241-9414,"[1290, 1290, 1290]",,True,True,True,False,False,False,False,False,,,,,,,"https://www.google.com/maps/place/1290+Benton+St,+Santa+Clara,+CA+95050/@37.3492958,-121.9505219,17z/data=!3m1!4b1!4m2!3m1!1s0x808fca52c000f0fd:0x8f7dc6b91392a69e"
6221,https://www.capobelmont.com,https://www.capobelmont.com/menu/,(650) 508-1000,,,True,True,True,False,False,False,False,True,www.capobelmont.com,,,,,
6216,http://starindiarestaurant.com,https://starindiasf.com/food-menu/,(415) 668-4466,1992,,False,False,True,True,False,False,False,True,https://starindiasf.alohaorderonline.com/StartOrder.aspx,,,,,
6222,https://locations.jamba.com/ca/thousand-oaks/33-n-moorpark-rd?utm_source=yelp&utm_medium=dis&utm_campaign=fy23_perform_olo_brand_yelplocationpage_locationpage,https://cdn.jamba.com/-/media/jamba/files/305526_jj_onlinemenubrochure_april2019_v2_ada.pdf?v=1&d=20190614T175128Z,(805) 449-1300,"[2000, 1300, 1300, 2000, 854, 854, 5072, 1025, 4110]",,True,True,True,False,False,True,True,False,,,,,,,https://maps.google.com/maps?cid=1691059952726665416
6223,http://mythaicuisineph.com,,(925) 798-8424,2014,,True,True,True,False,False,False,False,False,,,,,,,https://goo.gl/maps/YcLBikqNYqyaXT6P7
6224,https://www.bevri.com,https://www.bevri.com/menu,(650) 753-8056,2022,eat@bevri.com,False,False,True,True,True,False,False,True,https://squareup.com/gift/SPF0FPVKZ4HER/order,,,,,
6226,http://www.cuisineofnepal.com,https://cuisineofnepal.com/food-menu/,(415) 647-2222,2015,,True,True,True,False,False,False,False,False,,,,,,
6225,https://locations.bonchon.com/ll/US/CA/San-Leandro/1275-Washington-Ave,https://bonchon.com/locations-menus/,(510) 895-8119,[],,True,True,True,False,False,False,False,False,,,,,,
6228,http://www.gayninetiespizza.com,https://www.gayninetiespizza.com/dinner-menu,(925) 846-2520,1997,connerclose29@gmail.com,True,True,True,False,,,,,,,,,,
6227,http://www.flagshiptaproom.com,http://www.flagshiptaproom.com/#menu,(707) 664-5904,2016,info@flagshiptaproom.com,False,False,False,False,False,False,False,True,,https://www.facebook.com/flagshiptaproom/,,,,
6230,http://thevespercampbell.com,https://www.thevespercampbell.com/menu,(408) 680-0401,,,False,False,,,True,False,False,True,,https://www.facebook.com/TheVesperCampbell,,,,
6229,http://www.whatthecluckus.com,,(415) 702-6777,2018,whattheclucksf@gmail.com,True,True,True,False,False,False,False,False,,,,,,
6231,https://www.facebook.com/BismillahRestaurantFremont/,,(510) 713-1907,2006,Bismillahfremont@gmail.com,True,True,True,False,True,False,False,False,,,,,,
6233,http://www.joesicecream.com,https://www.joesicecream.com/grill-menu,(415) 751-1950,1959,allie4073@hotmail.com,True,True,True,False,True,False,False,False,https://www.clover.com/online-ordering/joes-ice-cream-san-francisco-2,,,,,
6235,http://www.eltoreadorsf.com/,,(415) 566-8104,1957,kurse2@aol.com,True,True,True,False,False,False,False,False,,,,,,
6236,http://kyu-2.com,http://kyu-2.com/mediaelement/combinepdf.pdf,(510) 735-9439,2013,kyu2emeryville@gmail.com,True,True,True,False,False,False,False,False,,,,,,,https://goo.gl/maps/YudoNTTBdQu
6234,http://Chowfoodbar.com,http://menus.fyi/4481416,(925) 328-2469,"[1145, 1005, 0, 2000, 6008, 1920, 3727, 6000, 6000, 1145, 1229, 5457, 2687, 1901, 5950]",info.br@chowfoodbar.com,True,True,True,False,True,False,False,True,https://www.chowfoodbar.com/online-ordering,,,,,
6237,https://www.wakisushi1403.com,https://www.wakisushi1403.com/menu/,(510) 217-8396,2022,,True,True,True,False,True,False,False,False,https://order.mealkeyway.com/merchant/3939654a70734c6b2f44794a39727a4e517a457838413d3d/main,,,,,
6238,http://www.amamibistro.com,http://www.amamibistro.com/menu.html,(650) 869-6088,[2012],,True,True,True,False,True,False,False,False,,,,,,
6232,http://www.mamitamarin.com,https://mamitamarin.com/catering-menu/,(415) 883-0901,"[2022, 901]",info@mamitamarin.com,True,True,True,False,True,False,False,False,,,,,,,https://goo.gl/maps/YoGNjx23gT24mcmEA
6239,http://www.phokhangca.com/#,https://www.menufy.com,+1 408-988-6688,"[6688, 1825]",e081c35a018348d18e09ed427bf39b65@o462166.ingest.sentry.io,True,True,True,False,False,False,False,False,https://www.PhoKhangCA.com/order,,,,,,"https://maps.google.com/?daddr=37.4082585,-121.9632859"
6241,https://www.facebook.com/Cafe-Bunn-Mi-241692952527072/,,(415) 668-8908,"[1444, 4323, 1001, 1175, 1081]",,True,True,True,False,True,False,False,False,,,,,,
6240,http://www.pastastrattoriapleasanton.com,http://www.pastastrattoriapleasanton.com/menus.html,(925) 417-2222,1999,PastasTrattoria@gmail.com,False,False,True,True,False,False,False,True,,,,,,
6243,http://www.southsidenapa.com,https://www.southsidenapa.com/menu,(707) 819-2400,"[4537, 2023]",,True,True,True,False,False,False,False,True,https://order.online/store/southside-century-cafe-napa-1253070/?delivery=true&hideModal=true,,,,,
6245,http://bellasaratoga.com/,http://bellasaratoga.com/dinner.html,+1 408-741-5115,"[2023, 1000, 2000, 3000]",bellasaratoga@gmail.com,False,False,True,True,False,False,False,True,,,,,,
6247,https://sonandgarden.com/menlo-park,https://img1.wsimg.com/blobby/go/ac8fab25-ed03-468b-9ec2-e87aae5053d7/Son%20and%20Garden%20Breakfast%20Menu%20by%20Chef%20Kas-0009.pdf,(650) 665-7963,2019,love@sonandgarden.com,True,True,True,False,False,False,False,True,https://order.online/business/son--garden-414808,,,,,
6246,http://www.sushiwakosf.com,http://www.sushiwakosf.com/menu/,(415) 682-4875,2014,,False,False,False,False,False,True,False,False,,,,,,
6248,http://www.lotusleafrestaurant.com,,(510) 614-7799,[],,True,False,True,False,False,False,False,False,,,,,,
6244,http://theforgepizza.com,https://www.theforgepizza.com/napa-menu/,(707) 927-3394,"[1240, 2013]",,True,True,True,False,False,True,False,True,https://www.theforgepizza.com/oakland-online-order/,,,,,
6251,http://www.thebluelightsf.com/?y_source=1_MTYxOTI4MTctNzY5LWxvY2F0aW9uLndlYnNpdGU%3D,https://www.bluelightsf.com/menus/#food/,+1 415-922-5510,[],info@thebluelightsf.com,True,True,True,False,True,False,False,True,,,,,,
6249,http://www.fourchairssf.com,https://www.fourchairssf.com/menu,(415) 400-4788,"[1005, 900, 6008, 1920, 3727, 4788, 2022, 4788, 3282, 4788, 1229, 5457, 2687, 1901, 5950]",info@fourchairssf.com,True,True,True,False,False,True,False,False,,,,,,,https://goo.gl/maps/TMPsupobaJVdD5VK9
6252,https://complinewine.com,https://drive.google.com/file/d/13EE0pchz0VMBDjjSqIaEcCXR4rAKaywl/view,(707) 492-8150,2017,,False,False,False,False,True,False,False,True,,,,,,
6250,http://www.iloveteriyakielkgrove.com/,https://www.iloveteriyakielkgrove.com/menu-2,(916) 691-1414,"[1005, 2010, 6008, 1920, 3727, 1414, 1229, 5457, 2687, 1901, 5950]",605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,True,True,True,False,True,True,False,False,,,,,,
6253,http://xiankitchen-fremont.com,http://xianghomekitchen.com/p3/menu,(408) 526-1500,"[1616, 1025, 1025]",contact@bestfood.today,True,True,True,False,False,False,False,True,,,,,,
6256,https://locations.carlsjr.com/ca/rohnert-park/6460-redwood-dr?utm_source=yext&utm_medium=gmb-button&utm_campaign=search&utm_content=website,https://www.carlsjr.com/menu/featured/hand-crafted-strawberry-lemonade,(707) 584-5727,"[2333, 442, 433, 433, 1000, 1000, 443, 443, 3640, 321, 321, 6460]",,True,True,True,False,False,True,False,False,https://order.carlsjr.com/,,,,,,https://maps.google.com/maps?cid=68104510073890850
6257,https://www.olivegarden.com/locations/ca/rohnert-park/rohnert-park/1325?cmpid=br:og_ag:ie_ch:dry_ca:OGYELP_sn:yelp_gt:rohnert-park-ca-1325_pl:locurl_rd:1247,https://www.olivegarden.com/menu/classic-entrees?setRestaurant=1325&cmpid=br:og_ag:ie_ch:dry_ca:OGYELP_sn:yelp_gt:rohnert-park-ca-1325_pl:menu_rd:1247,(707) 586-3607,1982,,False,False,,,False,False,False,False,,,,,,
6255,https://dariosordering.com,https://www.menufy.com,(415) 332-6636,"[6636, 4706, 1825]",e081c35a018348d18e09ed427bf39b65@o462166.ingest.sentry.io,True,True,True,False,False,False,False,False,https://www.DariosOrdering.com/order,,,,,,"https://maps.google.com/?daddr=37.8690307,-122.5033796"
6259,http://www.andyandyus.com,https://andyandyus.com/uploaded_files/andy-and-yus-dine-in-lunch-menu.jpg,(925) 750-8888,2018,nicole@andyandyus.com,True,False,True,False,False,False,False,True,https://direct.chownow.com/order/3892/locations,,,,,,https://goo.gl/maps/jrPEc2kzAK71TdMk6
6260,https://yogurt-land.com,https://www.yogurt-land.olo.com,(408) 996-1776,2008,,True,True,True,False,,,,,,,,,,
6262,http://thepizzahacker.com,,(415) 874-5585,2009,iam@thepizzahacker.com,True,True,True,False,False,False,False,False,http://order.hackertj.com,,,,,
6261,http://www.magellansworldcuisine.com,http://www.magellansworldcuisine.com/menus.html,(209) 839-2333,2002,,False,False,False,False,False,False,False,True,,,,,,
6263,http://www.thefrontporchsf.com/,http://www.thefrontporchsf.com/main.html,(415) 695-7800,2006,thefrontporchsf@gmail.com,False,False,True,True,False,False,False,True,http://thefrontporchsf.smartonlineorder.com,,,,,
6264,https://www.facebook.com/Baskin-Robbins-675930376174728/,,(408) 946-3100,"[1444, 4323, 1131, 5000, 1081]",,True,True,True,False,True,False,False,False,,,,,,
6265,https://www.facebook.com/Heritagevacaville/,,(707) 448-3900,"[1444, 4323, 1001, 1175, 1081]",,True,True,True,False,True,False,False,False,,,,,,
6266,http://www.anchoroysterbar.com,http://www.anchoroysterbar.com/AnchorOysterBarMenu.pdf,(415) 431-3990,1977,,,,,,,,,,,,,,,
6267,http://divinosausalito.com,https://osteriadivino.com/menus,(415) 331-9355,2006,matt@pixelspread.com,False,False,False,True,False,False,False,True,https://osteriadivino.com/pick-up-%26-delivery,https://www.facebook.com/osteriadivino37,,,,
6269,http://100percentcafe.com,,+1 650-697-9488,"[1500, 1200, 1500, 1500, 2022, 2022, 2022, 2022, 2022, 2022, 2022, 2021, 2021, 2021]",progress@progress-cn.com,True,True,True,False,False,False,False,False,,,,,,
6270,https://www.panerabread.com/en-us/cafe/locations/ca/fairfield/1630-gateway-blvd?utm_source=yelp&utm_medium=local&utm_campaign=dpm-dist&utm_term=608003&utm_content=main,https://www.panerabread.com/en-us/menu.html?utm_source=yelp&utm_medium=local&utm_campaign=dpm-dist&utm_term=202209&utm_content=menu,(707) 427-1473,[],cafe2209@panerabread.com,True,True,True,False,False,False,False,False,,,,,,
6271,https://www.manresabread.com,,(408) 340-5171,2014,,True,True,True,False,True,False,False,False,https://order.online/store/manresa-bread-caf%C3%A9-los-gatos-24413101/?delivery=true&hideModal=true&https%3A%2F%2Forder.online%2Fonline-ordering%2Fbusiness%2Fmanresa-bread-caf%C3%A9-323533%2F=,,,,,,https://goo.gl/maps/iSTKpd1NWFS2
6272,http://www.petitsoleilonclay.com,https://www.petitsoleilonclay.com/breakfast,(707) 252-1408,"[1967, 1408, 1408]",petitllc@yahoo.com,True,True,True,False,True,False,False,False,,,,,,
6273,https://restaurants.ihop.com/en-us/ca/foster-city/breakfast-531-foster-city-blvd-3063?utm_source=yelp&utm_medium=referral&utm_campaign=yelp_referral,https://www.ihop.com/en/menu?StoreNumber=625&action=viewmenu,(650) 573-8887,1958,,True,True,True,True,True,False,False,True,,,,,,,https://www.google.com/maps?hl=en&saddr=current+location&daddr=531+Foster+City+Blvd  Foster City CA
6275,https://www.panerabread.com/en-us/cafe/locations/ca/hayward/24133-southland-drive?utm_source=yelp&utm_medium=local&utm_campaign=dpm-dist&utm_term=608003&utm_content=main,https://www.panerabread.com/en-us/menu.html?utm_source=yelp&utm_medium=local&utm_campaign=dpm-dist&utm_term=601101&utm_content=menu,(510) 732-0279,[],cafe1101@panerabread.com,True,True,True,False,False,False,False,False,,,,,,
6274,http://lesoleilnoodles.com,https://website-cdn.menusifu.com/wp-content/uploads/lesoleilnoodles.com/2022/01/LS-Big-Menu-2021-grubhub.pdf,(510) 614-0122,"[2021, 122, 1515, 2022, 2023]",,True,True,True,False,True,False,False,False,https://order.mealkeyway.com/merchant/374379316b5a476e4c574c6c65764b78412f48675a673d3d/main,,,,,
6279,http://www.ramen-yamadaya.com/,,+1 415-359-9983,,,True,True,True,False,,,,,,,,,,
6277,http://www.tomatina.com/locations/southbay/santa-clara?srccode=yelp_track,http://www.tomatina.com/main_menu.php,(408) 654-9000,1998,,True,True,True,False,False,False,False,True,,,,,,
