,id,website_url,restaurant_provided_menu_link,telephone_number,year_established,email_address,offers_delivery,offers_pickup,offers_group_order,offers_catering,has_bar,has_counter,has_gifting,has_takeout,order_online_link,facebook_link
56,57,https://locations.bucadibeppo.com/us/ca/palo-alto/643-emerson-st?utm_source=yelp&utm_campaign=local-listing&utm_medium=organic&utm_content=partner-listing,https://www.yelp.com/menu/buca-di-beppo-italian-restaurant-palo-alto-2,(650) 329-0665,,famiglia@bucainc.com,True,True,True,False,False,False,False,True,,
57,58,https://www.ilfornaio.com,https://www.ilfornaio.com/menus/,(650) 853-3888,1972,paloalto@ilfo.com,True,True,True,False,False,False,False,True,,
58,59,http://www.localunion271.com/,https://www.localunion271.com/menus/,(650) 322-7509,2014,hello@localunion271.com,True,True,True,False,False,True,False,True,https://www.toasttab.com/local-union-271-271-university-ave/v3,https://www.facebook.com/localunion271/?ref=page_internal
59,60,http://www.stmikes.com/,http://www.stmikes.com,(650) 326-2530,1959,stmikes910@aol.com,True,True,True,False,False,False,True,True,,https://www.facebook.com/StMichaelsAlley/
60,61,https://order.online/business/darbar-5,http://www.darbarpaloalto.com,(650) 321-6688,1995,,True,True,True,False,False,False,False,False,,
61,62,http://www.evvia.net/,http://www.evvia.net/menus/,(650) 326-0983,,panos@evvia.net,True,True,True,False,False,False,False,False,,
62,63,http://moussakakitchen.com,,(510) 850-5020,2017,,True,True,True,False,False,False,False,True,,
63,64,http://www.jingjinggourmet.com,https://www.jingjinggourmet.com/order-online,(650) 328-6885,1986,,True,False,True,False,False,False,False,False,,
64,65,http://www.italicorestaurant.com,https://www.italicorestaurant.com/home/#menu,(650) 473-9616,2016,info@italicorestaurant.com,True,True,True,False,False,False,False,False,,
65,66,http://www.cafeprobono.com,https://www.cafeprobono.com/menus,(650) 326-1626,,cafeprobonorestaurant@gmail.com,True,True,True,False,True,False,False,True,https://cafeprobono.getbento.com/online-ordering/cafe-pro-bono/menu,
66,67,https://www.indiaclayoven.com,http://indiaclayoven.com/menu.htm,(415) 751-0505,1988,,True,True,True,False,False,False,False,True,,
67,68,https://www.lotusthaibistro.com,https://www.lotusthaibistro.com/menu,(650) 289-0907,,LotusThaiBistro@gmail.com,True,True,True,False,False,False,False,False,,
68,69,http://www.sundancethesteakhouse.com,https://www.sundancethesteakhouse.com/menus/,(650) 321-6798,1974,sundancepaloalto@aol.com,True,True,True,False,False,False,False,True,https://www.sundancethesteakhouse.com/menus/2go/,
69,70,http://www.nolas.com/,http://www.nolas.com/menus.html,(650) 328-2722,1996,,True,False,True,False,False,False,False,True,https://www.toasttab.com/nola-palo-alto?utm_source=opentablelist&utm_medium=referral&utm_campaign=opentablelistcampaign,
70,71,https://www.lacabananewark.com,https://www.lacabananewark.com/menus,(510) 792-2600,1983,,True,True,True,False,False,False,False,False,,
71,72,https://truefoodkitchen.olo.com/menu/palo-alto?utm_source=yelp&utm_medium=organic&utm_content=Website,https://www.truefoodkitchen.com/menus/paloalto?utm_source=yelp&utm_medium=organic&utm_content=Menu,(650) 272-5157,2008,,True,True,True,False,False,False,False,True,,
72,73,http://www.crepesoncole.com,https://www.crepesoncole.com/menu/,(415) 664-1800,,,True,True,True,False,,,,,,
73,74,http://www.sliderbarusa.com,http://www.sliderbarusa.com/,(650) 322-7300,2010,,True,True,True,False,False,False,False,True,https://www.toasttab.com/sliderbar?utm_source=opentablelist&utm_medium=referral&utm_campaign=opentablelistcampaign,
74,75,http://www.limaruby.com,https://limarubyperuvian.com/menu,(650) 709-2064,,eva@limaruby.com,True,True,True,False,False,False,False,True,,
75,76,http://www.elamigoburrito.com,http://elamigoburrito.com/elAmMenu.htm,(408) 248-3113,1992,,True,True,True,False,,,,,,
77,78,http://www.patiofilipino.com/,http://www.patiofilipino.com/#!menu,(650) 872-9888,2005,,True,True,True,False,False,False,False,False,,
78,79,http://restaurant.bestfood.today/taste-paloalto/,http://restaurant.bestfood.today/taste-paloalto/,(650) 323-6488,,taste.g@yahoo.com,True,True,True,False,False,False,False,True,,
79,80,http://www.jinshorestaurant.com,https://www.jinshorestaurant.com/sushi-selection,(650) 321-3454,,,True,True,True,False,False,False,False,True,,
80,81,http://pizzeriadelfina.com/paloalto/,https://www.pizzeriadelfina.com/palo-alto/,(650) 353-2208,,paloalto@pizzeriadelfina.com,True,True,True,False,False,True,False,True,https://www.toasttab.com/pizzeria-delfina-palo-alto/v3,
81,82,http://www.thaiphoonOnline.net,http://thaiphoonpaloalto.com/menu,+1 650-323-7700,,thaiphoonpaloalto@gmail.com,True,True,True,False,False,False,False,True,,
82,83,http://www.taipanpaloalto.com,http://www.taipanpaloalto.com/aboutmenu.html,(650) 329-9168,2005,,True,True,True,False,False,False,False,True,,
83,84,https://printerscafe.com,https://printerscafe.com/menu,(650) 323-3347,1985,printerscafe@gmail.com,True,True,True,False,,,,,,
84,85,https://www.billoffarerestaurant.com,https://www.billoffarerestaurant.com/menu,(408) 446-4050,1979,billoffaresaratoga@gmail.com,True,True,True,False,,,,,,
85,86,https://8sushicatogo.com,,(650) 898-8730,,,True,True,True,False,,,,,,
86,87,https://www.facebook.com/SLIDERS-Burgers-142555209142568/,,(408) 298-4340,,,True,True,True,False,,,,,,
87,88,http://www.abiteofwyoming.com,,(408) 259-4819,,,True,True,True,False,,,,,,
88,89,https://www.mudaiethiopianrestaurant.com,https://www.mudaiethiopianrestaurant.com/menus,(408) 292-2282,2004,addis@mudayrestaurant.com,True,True,True,False,False,False,False,False,,
89,90,http://www.orderipizza.com,,(510) 668-0266,2012,,True,True,True,False,,,,,,
90,91,http://woodhousefish.com,http://www.woodhousefish.com/menus/WFC%20Fillmore%20Menu%202010.pdf,(415) 437-2722,,info@woodhousefish.com,True,True,True,False,False,False,False,False,https://www.toasttab.com/wfc-fillmore?utm_source=opentablelist&utm_medium=referral&utm_campaign=opentablelistcampaign,
91,92,http://mendozasrestaurant.com,http://mendozasrestaurant.com/menu2.html,(408) 259-2333,1997,mendozas.rest.mckee@gmail.com,True,True,True,False,,,,,,
92,93,https://paradisesushi.net/locations-hours/,https://paradisesushi.net/menu/,(707) 588-8068,,,True,True,True,False,,,,,,
93,94,http://www.malibugrillbbq.com,https://www.malibugrillbbq.com/menu-1,(408) 448-7300,1989,info@malibugrill.com,True,True,True,False,,,,,,
94,95,http://thai-chili.com,http://thai-chili.com/wp/thaichili_menu/,(408) 615-9199,2001,,True,True,True,False,False,False,False,False,,
95,96,http://taqueriaelranchitosanjose.cafecityguide.website,,(408) 264-2300,,,True,True,True,False,,,,,,
96,97,http://www.piazzadangelo.com,https://www.piazzadangelo.com/menu,(415) 388-2000,1981,Reservations@PiazzaDangelo.com,True,True,True,False,False,False,True,True,https://www.toasttab.com/piazzadangelo?utm_source=opentablelist&utm_medium=referral&utm_campaign=opentablelistcampaign,
97,98,http://www.smokingpigbbq.net,,(408) 380-4784,2011,smokingpigbbq@gmail.com,True,True,True,False,False,False,False,False,https://www.toasttab.com/smoking-pig-bbq-san-jose?utm_source=opentablelist&utm_medium=referral&utm_campaign=opentablelistcampaign,
98,99,https://www.curryupnow.com,https://order.thanx.com/curryupnow,(408) 521-1119,,info@curryupnow.com,True,True,True,False,False,False,False,True,https://order.thanx.com/curryupnow,
99,100,http://chinapavillion.net,,(925) 606-6111,,,True,True,True,False,,,,,,
100,101,http://barrancokitchen.com,http://barrancokitchen.com/menu/,(925) 298-5668,2017,info@barrancokitchen.com,True,True,True,False,True,True,False,False,https://www.toasttab.com/barranco-3596-mt-diablo-blvd?utm_source=opentablelist&utm_medium=referral&utm_campaign=opentablelistcampaign,
101,102,https://www.viamiasaratoga.com/,,+1 408-244-4100,,viamiasaratoga1@yahoo.com,True,True,True,False,,,,,,
102,103,http://www.zonarosadining.com,https://www.zonarosadining.com/san-jose-menu,(408) 275-1411,2012,,True,True,True,False,False,False,False,True,https://www.toasttab.com/zonarosasj?utm_source=opentablelist&utm_medium=referral&utm_campaign=opentablelistcampaign,
103,104,http://www.soongsoong.com/,http://www.soongsoong.com/regular.html,(408) 243-8868,1989,,True,True,True,False,False,False,False,False,,
104,105,http://kirks-steakburgers.com,https://www.kirks-steakburgers.com/menu/campbell-menu,(408) 371-3565,1948,Kirksburgers@aol.com,True,True,True,False,,,,,,
105,106,http://www.bullsheadsf.com/,,(415) 665-4350,1979,,True,True,True,False,False,False,False,False,,
106,107,http://www.elpirrin.com,http://www.elpirrin.com/#menu,(408) 729-8551,1980,,True,True,True,False,,,,,,
107,108,http://www.hardknoxcafe.com,https://www.hardknoxcafe.com/3rd-st,(415) 648-3770,,hardknoxcafe1@gmail.com,True,True,True,False,False,False,False,True,,
108,109,http://myvitos.com,https://www.vitosnytrattoria.com/cuisine.php,(408) 453-1000,2003,george@myvitos.com,True,True,True,False,False,False,False,True,,
109,110,http://ayawaskasf.com,http://www.ayawaskasf.com/menu-1,(707) 559-3519,2019,info@ayawaskasf.com,True,True,True,False,True,False,False,True,https://www.toasttab.com/ayawaska?utm_source=opentablelist&utm_medium=referral&utm_campaign=opentablelistcampaign,
110,111,http://www.sagarsweetsrestaurant.com,https://www.sagarsweetsrestaurant.com/menu,(408) 293-8832,,,True,True,True,False,,,,,,
111,112,https://www.newkrungthaisanjose.com,https://www.newkrungthaisanjose.com/menu-1,(408) 248-3435,,,True,False,True,False,False,False,False,False,,
112,113,https://www.fusorestaurant.com,https://www.fusorestaurant.com/menu,(707) 447-5560,2008,fuso535@gmail.com,True,True,True,False,False,False,False,False,,
113,114,http://premiumpizza-sj.com,http://premiumpizza-sj.com/menu.html,(408) 266-5555,2008,,True,True,True,False,,,,,,
114,115,https://swaadindiansanjose.com,https://qmenu.us/#/swaad-indian-san-jose/menu/0/details,(408) 947-2030,2014,,True,True,True,False,False,False,False,False,,
115,116,https://stacksbreakfast.com,http://stacksbreakfast.com/index.php/menu/,(408) 376-3516,1997,michael@stacksbreakfast.com,True,True,True,False,False,False,False,True,,https://www.facebook.com/StacksCampbell/timeline
116,117,http://www.lbsteak.com,https://www.lbsteaksantanarow.com/santana-row-menu,(408) 244-1180,2010,info@lbsteak.com,True,True,True,False,True,False,False,True,https://lbsteaksantanarow.com/pick-up-and-delivery/,
117,118,http://www.atownpizza.net,http://www.atownpizza.com,(510) 522-7575,2003,,True,True,True,False,,,,,,
118,119,https://shirasonirestaurant.com/brentwood/,https://shirasonirestaurant.com/brentwood/menu/,(925) 240-7808,,shirasoni925@yahoo.com,True,True,True,False,False,False,False,False,,
119,120,https://www.chilis.com/locations/us/california/rohnert-park/rohnert-park,https://www.chilis.com/menu,(707) 585-9069,,,True,True,True,False,False,False,False,False,,
120,121,http://www.sjshimasushi.com,,(408) 371-4702,,,True,True,True,False,,,,,,
121,122,http://orderphoviet.com/,,(408) 435-2805,,,True,True,True,False,,,,,,
122,123,https://facebook.com/pages/Freds-Coffee-Shop/220803851282132,,(415) 332-4575,,,True,True,True,False,,,,,,
123,124,http://www.vegetarianhouse.com,,(408) 292-3798,1994,info@vegetarianhouse.com,True,True,True,False,False,False,False,False,,
124,125,https://www.kusancuisine.com,https://www.kusancuisine.com/menu,(855) 695-8726,2018,order@kusancuisine.com,True,True,True,False,False,False,True,True,https://www.kusancuisine.com/order,
125,126,https://angelousmexicangrill.com,https://angelousmexicangrill.com/angelousmexicangrill/order,(408) 971-2287,2006,teresa4502@sbcglobal.net,True,True,True,False,,,,,,
126,127,https://www.mortons.com/location/mortons-the-steakhouse-san-jose-ca/,https://www.mortons.com/location/mortons-the-steakhouse-san-jose-ca/#menus,(408) 947-7000,,,True,True,True,False,True,True,True,True,https://mortons.alohaorderonline.com/Engage.aspx?#/engage/ordering/menu/,
127,128,http://www.canelasf.com/,,(415) 552-3000,2011,contact@canelasf.com,True,True,True,False,,,,,,
128,129,http://www.scramblzalmaden.com,http://www.scramblzalmaden.com/togo/,(408) 269-2900,2009,scramblzsanjose@yahoo.com,True,True,True,False,False,False,False,False,,
129,130,http://ordertsingschineserestaurant.com,https://themenustar1.com/webspace/menus.php?code=ordertsingschineserestaurant.com,(415) 681-6808,2012,contacttsw@tsingtaosf.com,True,True,True,False,False,False,False,True,,
130,131,https://clayovensf.com,https://mymozo.com/myrestaurant/default?CompanyId=1916,(415) 731-2400,1988,clayovensf@gmail.com,True,True,True,False,False,False,False,True,,
131,132,http://bigtsseafoodmarketbar.com/,,(408) 622-8081,2013,info@bigtsseafoodmarketbar.com,True,True,True,False,False,False,False,False,,
132,133,http://www.koreanfusionbbq.com,,(408) 251-8007,2011,,True,True,True,False,,,,,,
133,134,http://ravello-danville.com,https://www.ravello-danville.com/menu,(925) 984-2101,,,True,False,True,False,False,True,False,True,https://order.online/store/locanda-ravello-danville-779691/?delivery=true&hideModal=true,
134,135,https://www.reyhancuisine.com,https://www.reyhancuisine.com/#menu,(408) 293-3600,1996,,True,True,True,False,,,,,,
135,136,http://www.teskes-germania.com/,http://teskes-germania.com/wp-content/uploads/2020/06/Teskes-Dinner-Covid-Menu.pdf,(408) 292-0291,,,True,True,True,False,False,False,False,True,,https://www.facebook.com/pg/TeskesGermania/about/
136,137,http://www.waliaethiopian.com,http://www.waliaethiopian.com/menu,(408) 645-5001,2011,waliasjc@gmail.com,True,True,True,False,False,False,False,False,,
137,138,http://www.holylandfoods.com,http://holylandfoods.com/menu.html,(408) 727-3000,2011,,True,True,True,False,False,False,False,True,,
138,139,https://www.sushimasasj.com,https://4081ed76-4825-4785-8d18-df6c1e3b0bcc.filesusr.com/ugd/b83fd4_41b506371a244704b2f31e22b3c9afc2.pdf,(408) 265-3232,1986,,True,True,True,False,False,False,False,False,,
139,140,https://tonydimaggiospizza.com,https://tonydimaggiospizza.com/tonydimaggiospizza/order,(408) 629-7775,1977,tonydimaggiospizza@gmail.com,True,True,True,False,,,,,,
140,141,http://seoulgomtangsj.com,https://seoulgomtangsc.menu11.com/santaclara/order,(408) 615-0370,,,True,True,True,False,,,,,,
141,142,https://miyozenemeryville.com,,(510) 923-0311,2006,info@gotsushiandsake.com,True,True,True,False,False,False,False,False,,
142,143,https://www.facebook.com/pages/Kirin-Chinese-Restaurant/111459775542646,,(415) 752-2268,,,True,True,True,False,False,False,False,False,,
143,144,https://www.giorgiositalianfood.com,https://www.giorgiositalianfood.com/san-jose,(408) 264-5781,1968,,True,True,True,False,False,False,False,True,,
144,145,https://www.eatsrestaurantsf.com,https://www.eatsrestaurantsf.com/menu2/,(415) 751-8000,,ixchelfromeats@gmail.com,True,True,True,False,False,False,False,False,,
145,146,http://www.sprucesf.com/,https://www.sprucesf.com/menu,(415) 931-5100,,info@sprucesf.com,True,True,True,False,False,False,False,True,https://www.toasttab.com/spruce-3640-sacramento-street,
146,147,https://www.wallys.cafe,,(510) 597-1303,2007,info@wallys.cafe,True,False,True,False,,,,,,
147,148,http://www.baldiescafe.com,http://www.baldiescafe.com/baldies_menu.pdf,(510) 429-9059,1989,baldiescafe@yahoo.com,True,True,True,False,,,,,,
148,149,http://www.hokeepoke.com,http://www.hokeepoke.com/#menu,(916) 627-1598,2015,info@hokeepoke.com,True,True,True,False,,,,,,
150,151,http://www.thekitchenatsb.com,https://thekitchenatsb.com/stockton-the-kitchen-at-stonebrier-food-menu,(209) 932-9322,,reservations@thekitchenatsb.com,True,True,True,False,False,False,True,True,https://www.toasttab.com/the-kitchen-stonebrier?utm_source=opentablelist&utm_medium=referral&utm_campaign=opentablelistcampaign,
151,152,http://www.oasiswinelounge.com,,+1 925-417-8438,,info@oasiswinelounge.com,True,True,True,False,False,False,False,True,,
152,153,http://www.thepearlhousealbany.com/,,+1 510-528-8968,,,True,False,True,False,,,,,,
153,154,https://www.sushirrito.com,,(415) 544-9868,2011,eat@sushirrito.com,True,True,True,False,,,,,,
154,155,http://www.samworestaurant.com,,(415) 989-8898,1907,,True,True,True,False,False,False,False,False,,
155,156,https://www.macaronigrill.com/locations/location?id=1770,https://www.yelp.com/menu/romanos-macaroni-grill-milpitas-3,(408) 935-9875,,,True,True,True,False,False,False,False,True,https://order.macaronigrill.com/store/7072/Macaroni%20Grill%20Milpitas,
156,157,https://tequilabargrill.com,https://tequilabargrill.com/menu/,(510) 895-5351,2011,tequilagrill@gmail.com,True,True,True,False,False,False,False,False,,
157,158,http://rnglounge.com,https://uploads-ssl.webflow.com/6269735e32ff3b31a0dde994/62842249fed72a04020fb07d_full-menu.pdf,(415) 982-7877,1985,,True,True,True,False,False,False,False,False,,
158,159,http://www.greateasternsf.com/,http://www.greateasternsf.com/Menu.html,(415) 986-2500,1987,,True,True,True,False,False,False,False,False,,
159,160,http://www.bualuangalbany.com,,+1 510-527-8288,,contact.bualuang@gmail.com,True,True,True,False,,,,,,
160,161,https://www.littleszechuan-sf.com,http://restaurant.bestfood.today/littleszechuan/,(415) 986-8832,2013,,True,True,True,False,False,False,False,False,,
162,163,http://www.myccasa.com,https://www.myccasa.com/napa-restaurant-cantina-menus/,(707) 226-7700,2010,info@myccasa.com,True,True,True,False,False,False,False,True,https://www.myccasa.com/napa/,
163,164,http://www.pizzelledinorthbeach.com,https://www.pizzelledinorthbeach.com/menu,(415) 398-3555,1994,,True,True,True,False,,,,,,
164,165,https://www.yarsanepalesecuisine.com,https://www.yarsanepalesecuisine.com/menus,(415) 926-5082,2020,yarsanepalesecuisine@gmail.com,True,True,True,False,True,False,False,True,https://www.yarsanepalese.com/menu.aspx,https://www.facebook.com/Yarsa-Nepalese-cuisine-100313964866151
165,166,http://urbancurry.com,http://www.urbancurry.com/menulists.html,(415) 677-9743,2009,order.urbancurry@gmail.com,True,True,True,False,False,False,False,False,,
166,167,https://monalisasf.getbento.com,https://monalisasf.getbento.com/menus/,(415) 989-4917,1997,,True,True,True,False,,,,,,
167,168,https://www.facebook.com/myjoyfulhouse/,,(510) 582-1585,,,True,True,True,False,,,,,,
168,169,https://www.begoni-bistro.com,https://www.bestfoodtodayus.com/ordering/restaurant/menu?restaurant_uid=777a0652-0522-4502-b35a-7460830d47f5,(415) 757-0120,,,True,True,True,False,False,False,False,False,,
169,170,http://sfbarbara.com,https://docs.wixstatic.com/ugd/41dd26_034c7dfe5ab0482794a027b213e67116.pdf,(415) 445-3009,2018,info@sfbarbara.com,True,True,True,False,False,False,False,False,,
