id,website_url,restaurant_provided_menu_link,telephone_number,year_established,email_address,offers_delivery,offers_pickup,offers_group_order,offers_catering,has_bar,has_counter,has_gifting,has_takeout,order_online_link,facebook_link,instagram_link,twitter_link,play_store_link,app_store_link,maps_link
0,https://locations.outback.com/california/pittsburg/4350-century-blvd,https://qr.outbackmenus.com/ob536,(925) 778-3845,,,True,True,True,False,False,False,False,True,,,,,,,https://maps.google.com/maps?cid=15476527093927044950
12,http://www.siafusioneatery.com,,(510) 794-8852,,,True,True,True,False,,,,,,,,,,
4,http://www.enotecalastoria.com,https://enotecalastoria.com/-food-menu?source=header&spot_id=113929&destination=food_menu&promotion=great_wine_selection,(408) 625-7272,2010,info@enotecalastoria.com,True,True,True,False,False,False,False,True,,,,,,
13,http://www.grandpalaceseafoodrestaurant.com,,(650) 636-4538,,,True,True,True,False,False,False,False,False,,,,,,
15,http://www.batikaindia.com,http://www.batikaindia.com/menus,(415) 895-5757,2010,contact@batikaindia.com,True,True,True,False,False,False,False,True,,,,,,
14,https://www.pfchangs.com/locations/us/ca/palo-alto/900-stanford-shopping-center/9911-palo-alto.html?utm_source=YextMain&utm_medium=Directory,https://www.pfchangs.com/menu,(650) 330-1782,,,True,True,True,False,False,False,False,True,https://order.pfchangs.com/,,,,,,https://maps.google.com/maps?cid=18325138441629669728
17,http://www.hobees.com,http://www.hobees.com/menu,(650) 856-6124,1976,,True,True,True,False,False,False,False,False,,,,,,
18,https://cafferiace.com,https://cafferiace.com/menu/,(650) 328-0407,1997,giuseppe@cafferiace.com,True,True,True,False,False,False,False,True,,,,,,
19,http://www.chefzhaokitchen.com,http://chefzhaokitchen.com/,(650) 485-2221,2016,,True,True,True,False,False,False,False,False,,,,,,
20,http://www.greenelephantgourmet.com,,(650) 494-7391,,,True,True,True,False,False,False,False,False,,,,,,
21,https://shop.nordstrom.com/store-details/nordstrom-stanford-shopping-center?utm_source=yelp&utm_medium=organic&utm_campaign=food&utm_content=22422&utm_channel=low_nd_seo_local&sp_source=yelp&sp_campaign=food,https://n.nordstrommedia.com/id/33b14400-12e8-4619-bbcf-e64a2e28ff0d.pdf,(650) 688-2614,1901,,True,True,True,False,False,False,True,False,,,,,,
16,http://www.macarthurparkpaloalto.com/,http://w.singlepage.com/macarthur-park-restaurant/menu,+1 650-321-9990,,info@macarthurparkpaloalto.com,True,False,True,False,True,False,False,True,,,,,,
22,http://www.indorestaurant.com/,http://www.indorestaurant.com/lunch-menu.pdf,(650) 494-7168,,justin@indorestaurant.com,True,True,True,False,False,False,False,True,https://squareup.com/gift/FWFF5MEDN57H6/order,,,,,
23,http://www.indochinethai.com/,https://themenustar4.com/webspace/menus.php?code=orderindochine.com,(650) 853-1238,,indochine2710@gmail.com,True,True,True,False,False,False,False,False,,,,,,
24,https://www.tacolicious.com/location/palo-alto/,https://media-cdn.getbento.com/accounts/cbf932b4583f16a6c84f37a989386a04/media/EcRsczzVSduTlZPi8ePD_T3_sit%20down%20menu_06282023_horizontal.pdf,+1 415-649-6077,2009,,True,True,True,False,False,True,True,True,https://order.online/business/tacolicious-793/en-US,,,,,,https://maps.google.com/?cid=4531640733211005193
27,https://www.sanagus.com,https://www.sanagus.com/menu,(650) 847-1334,2020,social@sanagus.com,True,True,True,False,False,False,True,True,,,,,,
28,https://www.celiasrestaurants.com/location/palo-alto/,https://www.celiasrestaurants.com/location/palo-alto/lunch-menu/,(650) 843-0643,1996,,True,True,True,False,False,False,False,True,https://order-paloalto.celiasrestaurants.com/,,,,,
29,http://dinahshotel.com,http://www.dinahshotel.com/dining.html,(650) 798-1314,2012,info@dinahshotel.com,True,True,True,False,False,False,False,True,https://www.toasttab.com/dinahs-poolside-4261-el-camino-real?utm_source=opentablelist&utm_medium=referral&utm_campaign=opentablelistcampaign,,,,,
31,http://www.risewoodfire.com,https://risewoodfire.com/menu,(650) 389-6918,,info@risewoodfire.com,True,False,True,False,False,False,False,True,www.risewoodfire.com,,,,,,https://goo.gl/maps/fY1mUwC9PsQKyVAQ9
25,https://www.flemingssteakhouse.com/locations/ca/palo-alto?&utm_source=yelp&utm_medium=business&utm_campaign=palo_alto,https://www.flemingssteakhouse.com/menus/carry-out,(650) 329-8457,,paloalto@FlemingsSteakhouse.com,True,True,True,False,False,False,True,True,,,,,,
32,https://www.buffalowildwings.com/en/food/?utm_source=Yelp&utm_medium=organic&utm_campaign=yelp,https://www.buffalowildwings.com/en/food/,(209) 833-3819,1982,,True,True,True,False,,,,,,,,,,
26,http://www.tamarinerestaurant.com/,https://tamarinerestaurant.com/wp-content/uploads/tamarine-menu.pdf,(650) 325-8500,2002,info@tamarinerestaurant.com,True,True,True,False,True,False,False,True,https://ordering.chownow.com/order/21748/locations?hideModal=true&pickup=true,https://www.facebook.com/tamarinerestaurant/photos,,,,,https://goo.gl/maps/SRKqRgQWqzs
34,http://www.novysf.com,https://www.mrdigbys.com/menus/#happy-hour,(415) 829-8383,2015,holla@novysf.com,True,True,True,False,True,False,False,True,https://www.grubhub.com/restaurant/novy-4000-24th-st-san-francisco/978566?classicAffiliateId=%2Fr%2Fw%2F97448%2F&utm_source=www.novysf.com&utm_medium=OOL&utm_campaign=order%20online&utm_content=978566,,,,,,https://maps.google.com/?cid=14860508968013689900
33,http://Shabuway.com,http://menus.fyi/2534118,(650) 548-2483,,,True,True,True,False,,,,,https://www.grubhub.com/restaurant/shabuway-4304-moorpark-ave-san-jose/2534118?classicAffiliateId=%2Fr%2Fw%2F2534118%2F&utm_campaign=order%20online&utm_content=2534118&utm_medium=OOL&utm_source=https%3A%2F%2Frestaurant.grubhub.com,,,,,,https://goo.gl/maps/PpArm4fwSxsa58TS8
35,https://www.facebook.com/pages/Pho-Nguyen-Restaurant/111722522199078,,(408) 945-5909,,,True,True,True,False,,,,,,,,,,
30,http://www.centralparkbistro.com/,https://centralparkbistro.com/wine-menu/,(650) 558-8401,2002,giocpb@gmail.com,True,True,True,False,True,False,False,True,,,,,,
36,http://clayovencuisineofindia.com,https://app2.beyondmenu.com/?apn=com.beyondmenu&ibi=com.beyondmenu.beyondmenu&isi=760852900&link=https%3A%2F%2Fbeyondmenu.com%2F%3F%24deeplink_path%3dmenu%2fbeid%2f23303,(650) 342-9194,1988,,True,True,True,False,False,False,False,False,,,,,,,"https://www.google.com/maps/place/78+E+3rd+Ave,+San+Mateo,+CA+94401"
37,http://www.vespucciristorante.com,http://menu.me,(650) 685-6151,2013,,True,True,True,False,False,False,False,True,,,,,,
38,http://www.tomatina.com/locations/peninsula/san-mateo,http://www.tomatina.com/main_menu.php,(650) 918-5030,,info@tomatina.com,True,True,True,False,False,False,False,True,,,,,,
39,http://www.northbeachpizza.com,http://eat24hrs.com/restaurants/order2/menu.php?id=1193,(650) 344-5000,1984,nbpsanmateo@gmail.com,True,True,True,False,False,False,False,True,,,,,,
40,https://thonglorthaibistro.com,https://thonglorthaibistro.com/thonglorthaibistro/order,(650) 342-6451,2018,,True,True,True,False,False,False,False,False,,https://www.facebook.com/thonglorthaibistro/,,,,,https://www.google.com/maps/dir/?api=1&destination=173%20E%204th%20Ave%2C%20San%20Mateo%2C%20CA%2094401%2C%20USA
42,http://www.pausasanmateo.com,https://www.pausasanmateo.com/#menus,(650) 375-0818,2017,info@pausasanmateo.com,True,True,True,False,True,False,False,True,,,,,,,https://www.google.com/maps/place/223+E.+4th+Ave+San+Mateo%2C+CA+94401
46,https://theposhbagel.com,https://www.thepostlosaltos.com/menu,(650) 941-7516,,,True,True,True,False,False,False,False,True,,https://www.facebook.com/ThePostLosAltos/,,,,
45,http://Thebarrelbistrowinebar.com,,(650) 445-7250,,info@thebarrelbistrowinebar.com,True,True,True,False,True,False,False,True,,,,,,
48,http://www.spicyempiretogo.com,https://qmenu.us/#/spicy-empire-san-mateo,(650) 522-9098,2014,,True,True,True,False,,,,,,,,,,,https://maps.google.com/maps?q=105%20W%2025th%20Ave%2C%20San%20Mateo%2C%20CA%2094403&z=15
44,http://www.tannourinecuisine.com,https://tmt.spotapps.co/ordering-menu?spot_id=71261&accordion=true&images=yes&callback_url=http://tannourinecuisine.com/#,(650) 638-1960,2008,info@tannourinecuisine.com,True,True,True,False,False,False,False,True,,,,,,
41,http://www.benihana.com/locations/cupertino-ca-cu,https://www.benihana.com/menu/teppanyakidining/pdf/?locid=cupertino-ca-cu,(408) 253-1221,,,True,True,False,True,True,False,False,False,https://order.benihana.com/menu/benihana-cupertino,,,,,
47,http://www.lalanternasanmateo.com/,https://www.lalanternasanmateo.com/bar-menu,(650) 341-8877,,,True,True,True,False,False,False,False,True,,,,,,
49,https://bevri.com,https://bevri.com/menu,(650) 600-0433,2018,eat@bevri.com,True,True,True,False,False,False,False,True,https://squareup.com/gift/SPF0FPVKZ4HER/order,,,,,
